NUMERO;PALABRA
1;PALABRA
2;personas
3;esenciales
4;deforestación
5;1997
6;recorre
7;biodiversidad
8;CO2
9;imprescindible
10;preocupantes
11;1880
12;neurológico
13;calcula
14;disponibilidad
15;expertos
16;revertir
17;fósiles
18;carne
19;principales
20;pobres
21;urgentes
22;incluidas
23;sanitaria
24;Senegal
25;infraestructuras
26;caras
27;Alcanzar
28;energética
29;atajar
30;insta
31;agotando
32;perjudicadas
33;pruebas
34;gases
35;progresan
36;dependen
37;turismo
38;ambientales
39;inequívocas
40;crítico
41;positiva
42;gestión
43;desprenden
44;poblarán
45;materiales
46;silvestres
47;1980
48;prácticas
49;Son
50;Salud
51;cero
52;transversal
53;inundación
54;industrias
55;Programa
56;siglas
57;60
58;establecidos
59;drástica
60;mortífera
61;euros
62;excesiva
63;reside
64;sientan
65;vivirán
66;insostenible
67;erosión
68;marinos
69;basados
70;terrestres
71;avisan
72;CRISIS
73;prematuras
74;pesados
75;fertilizantes
76;media
77;resaltan
78;ecosistemas
79;1970
80;desperdicia
81;apunta
82;partículas
83;musgo
84;adaptase
85;vegetación
86;suponen
87;10000
88;desfavorable
89;partiendo
90;listado
91;seguirá
92;superficies
93;continúa
94;celebra
95;repercusión
96;afectada
97;Respecto
98;variedad
99;jurisdicciones
100;manglares
101;consumo
102;11000
103;Medio
104;acidificación
105;prevé
106;costeras
107;ritmo
108;sexta
109;2100
110;plaguicidas
111;dañada
112;Gran
113;desencadenado
114;frenar
115;infantil
116;Agua
117;protegidas
118;contaminantes
119;subsistencia
120;agudiza
121;decir
122;cifró
123;mayores
124;colapso
125;pérdidas
126;detalla
127;advierte
128;estima
129;ralentizado
130;cálidos
131;desplazamiento
132;radiografía
133;dentro
134;insumos
135;debe
136;relaciona
137;enemigos
138;internacionales
139;persistir
140;exista
141;concreta
142;desertificadas
143;También
144;mares
145;existe
146;urbanas
147;miércoles
148;llamados
149;abre
150;requieren
151;sostenidas
152;zanjan
153;pastizales
154;toneladas
155;zonas
156;contribuye
157;océanos
158;metas
159;Agricultura
160;patógenos
161;añade
162;significativamente
163;podrían
164;2070
165;piensos
166;combustibles
167;aconseja
168;consiga
169;dado
170;distribución
171;decoloración
172;conservación
173;avances
174;edición
175;redujo
176;saneamiento
177;producen
178;masiva
179;sobrepesca
180;reducirse
181;entorpecidos
182;tóxicas
183;devastados
184;pastoreo
185;ocasionadas
186;2014
187;MEDIOAMBIENTAL
188;elaborado
189;90
190;claves
191;estimadas
192;sur
193;migración
194;Acuerdo
195;Océanos
196;desechos
197;dietas
198;tendrán
199;potencialmente
200;2010
201;tala
202;metales
203;﻿
204;recomendados
205;representantes
206;interiores
207;viven
208;arrecifes
209;25700
210;pesca
211;hídricos
212;irreversibles
213;aglomeraciones
214;micras
215;drásticos
216;hacerlo
217;temperatura
218;ahorros
219;asentamientos
220;advierte
221;Perspectivas
222;Asamblea
223;mueve
224;tratados
225;fijadas
226;Cambio
227;vagan
228;impactos
229;tendrá
230;destinan
231;habitable
232;atmosféricos
233;también
234;agrícolas
235;2050
236;habitantes
237;diversidad
238;ambiental
239;produce
240;2016
241;invasoras
242;agrave
243;existen
244;apuntan
245;así
246;seres
247;patrones
248;diámetro
249;empeorado
250;humedales
251;precedentes
252;incumplirán
253;negativas
254;ascenderían
255;coincidiendo
256;reduzcan
257;recursos
258;encuentran
259;plásticos
260;reinante
261;2052
262;29000
263;fertilidad
264;incide
265;mitigar
266;masculina
267;distintos
268;270000
269;costas
270;bienestar
271;residía
272;objetivos
273;concluye
274;90000
275;granos
276;sedimentos
277;repercusiones
278;2015
279;utilización
280;recomendado
281;inquietantes
282;tomarse
283;deterioro
284;ciclo
285;femenina
286;sustancias
287;2013
288;relacionadas
289;ilícito
290;degradación
291;plástico
292;malas
293;1990
294;deprimidas
295;billones
296;alimentar
297;equivalente
298;animales
299;concretos
300;arrastran
301;extinción
302;incluye
303;Organización
304;desarrollados
305;deberán
306;vitales
307;Competencia
308;acuíferos
309;Contaminación
310;primer
311;adecuados
312;Objetivos
313;microplásticos
314;sobreexplotación
315;invertebrados
316;medios
317;radiografiado
318;compuesta
319;ingresos
320;4000
321;alimentaria
322;descontrol
323;7500
324;resumen
325;equivocado
326;acelerar
327;necesita
328;nudoso
329;contaminación
330;beneficios
331;amenazador
332;240000
333;marinas
334;morbilidad
335;Desarrollo
336;emisiones
337;orgánica
338;Naciones
339;ecorregiones
340;Ecosistemas
341;deteriorándose
342;80000
343;lentos
344;conocen
345;esfuerzos
346;sexto
347;combinen
348;Sostenible
349;claros
350;meteorológicos
351;Es
352;dramática
353;acumulan
354;insostenibles
355;finas
356;ocasionada
357;40
358;ecosistema
359;Gobiernos
360;causantes
361;riego
362;recogidas
363;Estados
364;nacionales
365;propagación
366;vidas
367;vertebrados
368;ha
369;ven
370;Además
371;analizados
372;domina
373;hábitats
374;desigual
375;gobernantes
376;desemboque
377;sostiene
378;desproporcionada
379;vivos
380;pierde
381;2030
382;razas
383;políticas
384;efectos
385;Sobreexplotación
386;necesitará
387;cumple
